[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-25 10:38:03] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-25 10:38:03] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-25 10:38:03] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-25 10:38:05] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082\
[2024-11-25 10:38:05] [class-ss-setup-task.php:72] Adding origin URL to queue: https://localhost/vp001/
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3a0163-lZTBSf.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg?simply_static_page=7510
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg?simply_static_page=7510
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 1044 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3a0163-lZTBSf.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:43] [class-ss-page.php:119] Checking Content Identical:7a7207e715c18102641c5f6dd144127bc3c22852===. Value: FALSE
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2024-11-25 10:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 973
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3a885f-r25BeX.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg?simply_static_page=7511
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg?simply_static_page=7511
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 180 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3a885f-r25BeX.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:43] [class-ss-page.php:119] Checking Content Identical:1c87f312f9120c6e372a19c2ba22a1e9ae52b259===. Value: FALSE
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2024-11-25 10:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 973
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3b12fd-d1F8as.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/arc.svg?simply_static_page=7512
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/arc.svg?simply_static_page=7512
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 146 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3b12fd-d1F8as.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:43] [class-ss-page.php:119] Checking Content Identical:8514e0b3ea3362608c6ac8b948bf857a6306d020===. Value: FALSE
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-11-25 10:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 973
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3b9bdc-6jSW8s.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/circle.svg?simply_static_page=7513
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/circle.svg?simply_static_page=7513
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 168 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3b9bdc-6jSW8s.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:43] [class-ss-page.php:119] Checking Content Identical:e5d2546b1a29095b58359421d7af42b1f0efd5ce===. Value: FALSE
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-11-25 10:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 973
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3c1418-qZetpq.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/line.svg?simply_static_page=7514
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/line.svg?simply_static_page=7514
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 120 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3c1418-qZetpq.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:43] [class-ss-page.php:119] Checking Content Identical:3e9ddc08d91b8ac3e092d721b85e283e44244ff4===. Value: FALSE
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-11-25 10:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 973
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3c8c7b-wbQpNR.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/oval.svg?simply_static_page=7515
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/oval.svg?simply_static_page=7515
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 275 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3c8c7b-wbQpNR.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:43] [class-ss-page.php:119] Checking Content Identical:f55959d02d49ffb513cc1d6b0311e313e972e183===. Value: FALSE
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-11-25 10:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 973
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3d0fd9-ahCbT8.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/spiral.svg?simply_static_page=7516
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/spiral.svg?simply_static_page=7516
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 285 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3d0fd9-ahCbT8.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:43] [class-ss-page.php:119] Checking Content Identical:b14f5bff57c199a2ca0f05ade4a63947e6a3eca6===. Value: FALSE
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-11-25 10:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 973
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3d9155-EAhTub.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/wave.svg?simply_static_page=7517
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/svg-paths/wave.svg?simply_static_page=7517
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 231 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3d9155-EAhTub.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:43] [class-ss-page.php:119] Checking Content Identical:d30e44a21ffda203d030623b6541c819eaefde05===. Value: FALSE
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-11-25 10:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 973
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3e06da-VX61o8.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor/assets/data/responsive-widgets.json?simply_static_page=7518
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor/assets/data/responsive-widgets.json?simply_static_page=7518
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 376 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3e06da-VX61o8.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:43] [class-ss-page.php:119] Checking Content Identical:4d40f55dc054564b90e37e08aa0c66bb03838930===. Value: FALSE
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js
[2024-11-25 10:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 973
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3e74be-jPeQLq.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js?simply_static_page=7519
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js?simply_static_page=7519
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 21237 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3e74be-jPeQLq.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:43] [class-ss-page.php:119] Checking Content Identical:49b46378c076d669ab23bdd5c41070fb8c5e3d48===. Value: FALSE
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js
[2024-11-25 10:38:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 973
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b3ef4cc-ZQOAcP.tmp
[2024-11-25 10:38:43] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js?simply_static_page=7520
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js?simply_static_page=7520
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:103] Filesize: 9450 bytes
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js
[2024-11-25 10:38:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b3ef4cc-ZQOAcP.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:ddc222a032aa51332dd61c906b0564440b6e4498===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/brands.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b4050a3-mJ2tVU.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/brands.js?simply_static_page=7521
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/brands.js?simply_static_page=7521
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 6490 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/brands.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b4050a3-mJ2tVU.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/brands.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:febdb5630c55f7572d22d3c376b83829d1691830===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/duotone.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b4134b2-PreKO5.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/duotone.js?simply_static_page=7522
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/duotone.js?simply_static_page=7522
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 28352 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/duotone.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b4134b2-PreKO5.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/duotone.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:c23834d008ed1f1e7ec1eeaeef189548f4d11330===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/light.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b426b72-t2NyXn.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/light.js?simply_static_page=7523
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/light.js?simply_static_page=7523
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 28352 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/light.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b426b72-t2NyXn.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/light.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:c23834d008ed1f1e7ec1eeaeef189548f4d11330===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/regular.js
